med_code_id,term,snomed_ct_concept_id,observations
411578016,caribbean island (nmo),275591005,
285948017,black indian sub-continent,185995003,
285950013,black black - other,185989004,
196601000006113,race: afro-caribbean,413465009,
285932018,black british,185990008,
453109012,black west indian,309643000,
411573013,black north african,275586009,
285931013,"black, other, non-mixed origin",185989004,
141591000000113,somali - ethnic category 2001 census,92711000000100,
405067016,caribbean i./w.i./guyana (nmo),270463003,
937731000006115,other black or black unspecified ethnic category 2001 census,92741000000104,
141601000000119,nigerian - ethnic category 2001 census,92731000000108,
405064011,black caribbean/w.i./guyana,270460000,
1968571000006117,carib/black: any other black/caribbean grp - scotland 2011,978361000000101,
158371000000111,mixed black - ethnic category 2001 census,92721000000106,
285951012,"black - other, mixed",185998001,
285949013,black - other asian,185996002,
405065012,black n african/arab/iranian,270461001,
514651000006112,black e afric asia/indo-caribb,270462008,
285930014,black caribbean,185988007,
411576017,black east african asian,275589002,
459730016,black - ethnic group,315240009,
411577014,black indo-caribbean,275590006,
411575018,black iranian,275588005,
157311000000119,black british - ethnic category 2001 census,110791000000100,
411579012,west indian (nmo),275592003,
141401000000117,chinese - ethnic category 2001 census,92511000000107,
1968161000006115,asian/asian brit: chinese - eng+wales ethnic cat 2011 census,976851000000107,
1968331000006114,asian/asian british: chinese - ni ethnic cat 2011 census,977751000000101,
1968511000006114,asian: chinese - scotland ethnic category 2011 census,978191000000109,
56590016,chinese,33897005,
1968581000006119,other ethnic grp: arab/arab scot/arab british- scotland 2011,978381000000105,
1968211000006112,other ethnic group: arab - eng+wales ethnic cat 2011 census,976951000000102,
4740241000006117,british ethnic minority specified (nmo),186006000,
411581014,north african arab (nmo),275594002,
141631000000113,japanese - ethnic category 2001 census,92761000000103,
1968591000006116,other ethnic grp: any other ethnic grp- scotland 2011 census,978401000000105,
138261000000114,iranian - ethnic category 2001 census,89011000000107,
286022019,new zealand ethnic group nos,186035008,
286018012,south east asian,186044009,
937871000006114,"mid east (excl israeli, iranian & arab) - eth cat 2001 cens",94071000000100,
141411000000115,other - ethnic category 2001 census,92521000000101,
456650013,vietnamese,312859007,
286017019,other pacific ethnic group,372148003,
138241000000113,jewish - ethnic category 2001 census,88991000000105,
142901000000119,any other group - ethnic category 2001 census,94151000000105,
285959014,brit. ethnic minor. spec.(nmo),186006000,
1968221000006116,other ethnic: any other grp - eng+wales eth cat 2011 census,976971000000106,
142881000000117,buddhist - ethnic category 2001 census,94131000000103,
141651000000118,malaysian - ethnic category 2001 census,92781000000107,
1968391000006113,other ethnic group: any other grp- ni ethnic cat 2011 census,977871000000100,
937941000006111,mauritian/seychellois/maldivian/st helena eth cat 2001census,94121000000100,
1968381000006110,other ethnic group: arab - ni ethnic category 2011 census,977851000000109,
405068014,n african arab/iranian (nmo),270464009,
138271000000119,south and central american - ethnic category 2001 census,89021000000101,
285988010,other ethnic nec (nmo),186005001,
141641000000116,filipino - ethnic category 2001 census,92771000000105,
142841000000113,kurdish - ethnic category 2001 census,94091000000101,
