med_code_id,term,snomed_ct_concept_id,observations
935211000006113,CA125 level,1000461000000109,608998
2336891000000110,Serum CA 125 (cancer antigen 125) level,1000461000000109,605314
8408401000006116,CA 125 level,1027511000000100,1095
1757041000006117,Test request : CA125 level,1757041000006101,211
8408391000006118,CA 125 (cancer antigen 125) level,1027511000000100,74
