med_code_id,term,snomed_ct_concept_id,observations
714921000006114,MCHC - Mean corpuscular haemoglobin concentration,1022481000000109,54203547
3100151000006113,MCHC - Mean cell hemoglobin concentration,37254006,164
3100141000006111,MCHC - Mean cell haemoglobin concentration,37254006,63
